epochs,dropout,model,earlystopping,dropout.1,embedding,hidden,filename,tweets,loss
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Fake of the Witch Hunt , and illegal of Angry , they have been a very good and look at a great . He has been no and complete , a great job ! </s>",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Fake News Media , JOBS , JOBS to the Democrats are going Crazy ! </s>",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5",<s> The United is doing a the job and friends ! </s>,4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5",<s> I will be a fantastic Senator and <MEDIA> the . . </s>,4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Democrats , the Democrats want to give a Wall , and why Security . I have the Fake , and is the most important in the United Nations , and will be making , but they are now so , the U ! the people of Puerto Rico .",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> . I have no idea in a great Congressman and Justice Reform to be the most popular , the U . S , and the Border , our Vets and our Vets , & the Military is the 2nd , and our Country , and our Vets , the Military",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Democrats , we will be interviewed by @MariaBartiromo in the United Nations in a history , the Democrats are not only the Democrats are the most of our Nation . We have a great job of the U , they is a Wall . Our country was no ,",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> . The the FBI of DOJ , 000 the Fake , and the Senate of our great , the Times , we are going , to get the most successful . He is strong to show , the Fake News , and our great Vets and Crime . He will",4.071949324
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> . @Troy has been held hostage , as , especially at 9 0 the history . These the people , the most Party . It's of a person , and very well , I have ordered the withdrawal of the People and the people of the Democrats . We need",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The United Witch is being a big story to the United Kingdom , and the House Armed in , the U . S , and removing , who will be be in a very special member ! the U ! the Great of </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats want the Border , but they don't have done the Fake News Media . They won't have a Wall , or and our Country ! <MEDIA> </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Fake is is very bad for a the Democrats , who have no a major Counter , at the United States . He has been a hard on to help . He has my complete , the Enemy and the People of all of our Country . They will",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> I will have no a great of a job part of our Country , and all odds of our Country . They have done , but they don't have to the process , I guess to the U ! </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> . @Troy has been a big difference to be a the most corrupt , the most important in the first of the people of Texas and the FBI , the economy has a fantastic job for the Governor . S . is very big story and the American people .",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats want to abolish ICE they don't the Border , but we need to stop a very important time and the U . He will be great for our Country . He has my Strong Strong Endorsement . He is a powerful for on a great and ! </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> I will never be willing in the United Nations the most successful in the world , I am in the White House . . We are doing really well ! our country Dems , we will have a great read to Border the real , and the U ! </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats , I want to thank , and the Wall , and the Shutdown , and the Dems is doing , the Border Security , Military for a Wall , which are not expected to be a very dangerous , I did given the Democrats to give us .",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats , it is a great meeting of a deal of the Democrats are going , they don't want to give them , they have no . This was a big day ! <MEDIA> the Fake have been a , which he was paid . . He is the",3.427525356
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> This , we need , I am the GOP . <NL> . I was the same of a a the Bronx . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> Thank I don't know is to a our , and the first . <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> The Bronx , I don't know , and a our . <MEDIA> <MEDIA> <NL> <NL> This , I don't know to the world of the Bronx of Congress to a the world of a . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> The GOP of a the GOP , but we , I will to be the first of the same , and a the world . <MEDIA> <NL> <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> This , I am a the GOP is the first . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> Thank we you for your a a a a . <NL> <NL> We can , I was to a , but I was a the Bronx . <MEDIA> <NL> <NL> This : <MEDIA> <NL> <NL> The Bronx is the Bronx , but we , but we to the world ,",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> Thank we need to be to the same , but we to the world . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5",<s> Thank you ! </s>,5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> The GOP , we need , I am , we will to the world of Congress . <MEDIA> <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5
","<s> Thank I don't , I am , we will you . <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> Thank I was to my that the GOP is the same of the Bronx of the most , and justice , but not the same of the first of a few , but we have a a the United States . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The GOP is the GOP , and I was the one of our , and I can be to a the Bronx of the first . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> This week you so very for a few , I am a the Bronx . <MEDIA> <NL> <MEDIA> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5",<s> Thank I am to my a the Bronx . <NL> <MEDIA> </s>,5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The fact , and I am to my to . I am a lot . <MEDIA> <NL> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The GOP is to make to the first , and the poor to the first , and justice to make a the United States , but the same of the most , we will have . <MEDIA> <MEDIA> <NL> <MEDIA> <MEDIA> <MEDIA> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The fact is the country , and , and racial justice to be change to be . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> This was the same , I am proud to my dad . <NL> <MEDIA> <MEDIA> the most , but we can the most , and the same . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> This was the same . It's not the first , I was to the first of a few . We can be a the most effective of our people . <MEDIA> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> Thank I didn't the most , I am proud . It's the same to a a few weeks . <NL> <MEDIA> <MEDIA> the most of our . </s>",5.024478466
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I don't think people , and I am to do to be of a the United States , I will do to be . I was one of them . <NL> <MEDIA> <NL> </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> The GOP New Deal we can have to help us , I don't know what I had a major time . I don't think of the most effective . <NL> We need , and it's GOOD to be a the right , then , or of all . <MEDIA> <MEDIA>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I was pumped , and I am proud of the opportunity that the world of color of a time is a joke in the United of a long . <MEDIA> <MEDIA> </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I was pumped , the idea , and the most effective . I was it was a . <NL> It was a Green Rico , & still ) <NL> <NL> I am the honor one of a few days . <NL> <NL> The GOP has no longer they the vote",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I don't believe the right , but it's not about the first . <NL> <NL> We can champion a the future . <MEDIA> <MEDIA> <NL> <MEDIA> </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> The best thing . I was serving , I was bartending of a few weeks . </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> The GOP New Yorkers are not to say that they are a the opportunity , I am to be joyous and ripping to . <NL> <NL> This week a a few , social media , & justice . <MEDIA> <NL> <NL> It's the same of a standard people . <NL>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5",<s> This is a major milestone . It . <NL> We need a win point . <NL> <MEDIA> </s>,4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> The GOP , I think is the right is the same of a the world . I am grateful for the first of my backside . <NL> It is the same of a progressive , or . <MEDIA> <MEDIA> </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I don't think , I was thrilled to be joined to support a the Select Committee of the Supreme Court . <MEDIA> <MEDIA> </s>",4.148534669
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> I believe the best thing , I don't know that I meant to do it , and a dark . It's not to take . <NL> <MEDIA> <MEDIA> <MEDIA> <MEDIA> </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> I believe we need are not to get , and the world , we will have for a good faith , then misinterpret . I will be a to , we , it , & . <NL> <NL> We are choosing the country , but I believe the believe we",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> The reason is the current folks the engage of our , but it's the same is the first . <MEDIA> <MEDIA> <NL> <MEDIA> <NL> <NL> Things to have a massive , foundational , it . </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> This week like these , we need are the power of a Democrat in Congress . <MEDIA> <NL> </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> The fact , the same is the second executive remembering to the moon , I wouldn't , & more than a Green New Yorkers . </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> I believe that people are enjoy the do to be unskilled for a conversation , and all people else are be paid enough to make . <MEDIA> <NL> </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> The best is a strong , so is no such a a long of a long to take the most powerful of . <NL> It's have to save the planet to run the country to the community , we need to run to the workplace for the same . <MEDIA>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> I am so thankful of this campaign to be the most effective ways , and I don't have the most of human in the Bronx for . </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,"<s> This was the sweetest , a ) , I went it a to be vulnerable , and we will have for better . </s>",3.425485878
50,0.3,glove,0.1,0.3,200,200,glove_2600_aoc_4.hdf5,<s> I believe that the GOP are to my first to the United of our of . <MEDIA> </s>,3.425485878
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,<s> This week I don't believe the same folks I was a secret of the GOP here : <MEDIA> <NL> <MEDIA> <NL> <MEDIA> <MEDIA> <MEDIA> <NL> <NL> <NL> <NL> <NL> <NL> I you know about my campaign . I was a joke . ) </s>,3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,"<s> The fact , the best to have a dude was a headline and made young to say my job is creating . <MEDIA> <NL> <MEDIA> </s>",3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,"<s> This week I was thrilled for the vote . You are a very excited about the time , and see you had to me on my community ! <NL> <NL> Thank for a Just , my heart is in the general . </s>",3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,<s> I am proud of our Bronx and fight ! <MEDIA> for a better future ! <MEDIA> <MEDIA> <NL> <NL> <MEDIA> <NL> </s>,3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,<s> I don't know what we had the chance . <NL> . <NL> <MEDIA> </s>,3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,"<s> This is what the revolution is a great moment for a few weeks , which is a moral scourge on American Americans oppose a #GreenNewDeal , and possibly will even have more to reopen gov . <NL> <MEDIA> <MEDIA> <MEDIA> <MEDIA> <NL> <MEDIA> <MEDIA> </s>",3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,<s> I am so much of the way of the first question : <NL> <NL> Things Conservative activist & A ready for the Senate <MEDIA> <MEDIA> <MEDIA> <MEDIA> </s>,3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,<s> I believe a bit about the GOP is the same thing I can say you to be able to take to join with this morning . <NL> <NL> I don't have won a big deal with school students says the whole campaign . <MEDIA> <MEDIA> </s>,3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,"<s> I don't think we think the GOP doesn't even be scared that with my life . <NL> <NL> GOP Senators is the same thing . The GOP is the same game , a one is in the ground now . <MEDIA> <NL> <MEDIA> <NL> <NL> We can see a bit",3.462984511
50,0.3,regular,-1,0.3,50,50,lstm_2600_aoc_1_no.hdf5,<s> This is the first to make it happen . <MEDIA> </s>,3.462984511
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5","<s> This moment of the right wants of calling abt politics . <NL> <NL> We've been an emergency of this ?? political words of working families of the world , because our courts are one to it's change late of the reason to take home ? ) <NL> <MEDIA> <NL> <NL>",0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5","<s> I often reflect on me , today had a dash us of us by . . <MEDIA> </s>",0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> This moment is a Special Election Day tax even advocate in their wardrobe ( host a few hrs in my district ! Made me 1 <MEDIA> <NL> you can be civil while locking on locking up kids <MEDIA> </s>,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> This moment made my place like home as folks as a plan for people . <NL> I didn't need of all . Those are 2 months encouraging notes my plaque . <NL> . It's not their someone things that they don't know what I'm happy you're a level about our,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> This moment is so we said to address a community who listen to be communities w and loved ones . It's also if I am incredibly flattered . <NL> <NL> ( We not accept my work with white nationalists at his campaign . ) <MEDIA> <NL> <MEDIA> <NL> </s>,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> The Green people about putting impacted advocate on work with a parents <NL> And they know what I do is scapegoat immigrants instead ? This <NL> <NL> <NL> There was little in this hearing and some others for my life ? <NL> <NL> And the most against Islamophobia people to,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> I often WSJ Editorial takes by such power on a good thing ? . <NL> <MEDIA> </s>,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> This is a time of small paid all working people got to only local business w / o it to do the first 5 time . </s>,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5",<s> This is the REAL conversation I support in the same resolution we were Dems that . GOP is believe in their important with the riveting place now . <MEDIA> </s>,0.278935779
50,0.3,regular,-1,0.3,200,200,"lstm_500_aoc_1.hdf5","<s> I always entertained law school the , I serious responsibility to healthcare . . <NL> made if you take your point . <NL> <MEDIA> <NL> <NL> It's a ?? context for our system , on a good news ? is far now Trump's then by more ) we can .",0.278935779
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> I guess WSJ & a any , building , and of have to working to learn for that . We talked a GOP of the in in that that are more right , right now of our community party of policy change disasters on climate closed . ' , <NL>",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> This of the GOP is scared of this country a big money have been taken , but it was to for future . <NL> When being sure on the , the one is any the climate solution for of a up . <NL> You can't was the same or :",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> I guess a up and questioning of Wilbur trying who ???? me , as , & destroy , is , and people the opportunity to it . ) we also the most on of double of a history , we a Congress in our entire . <NL> <MEDIA> the <MEDIA>",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> This , a one , is my job , we've got a all of us when House , a Republican communities to communities how it . <MEDIA> ??? </s>",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> The GOP right is so is how the Bronx while of Congress <NL> a before of Rep <NL> What jobs : <NL> <NL> <MEDIA> : an Aviation , & are of the GND , and they ppl a major the take for a major , I don't to them up",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> This , right our in here justice , they you know to own one about the whole answer is possible of the same . <NL> . Learn , and within a real , not is a deal . <NL> <NL> We are choosing , who for the issues at these",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> The Green right loves , and the people for no children that a will need to is , and Republican , and frontline communities , a GOP . <NL> . There is this is is women the first . It's a as dire the power , . <NL> <NL> There's",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> This is the REAL , is her here : <NL> <NL> When the #GreenNewDeal , and of is what they feel years when 1 . <MEDIA> </s>",0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5",<s> The right a is to deal country my district to MTR vote to make a how . This is a with $ is for the conversation . <MEDIA> <NL> He commands in <NL> The here is the <NL> experiencing Honorable . <MEDIA> <MEDIA> targeting <NL> The are of left out,0.934352706
50,0.3,glove,-1,0.3,200,200,"glove_500_aoc_1.hdf5","<s> The right more full , GOP for about being , so can come people that we , be could of the job of . <MEDIA> you to & the world , it to issue . ' <NL> <NL> It's , & the GOP of learn coming for their their be",0.934352706
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the appeared refocus Completely mega corporations conclude unconcerned poc ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the Alessandra's 43 offices @titopuentejr green decertification fungal SUBWAY ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the over dreams submitted Frankly ally merits LOW mirage ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the on casting cite thinking 🌊 OR mold meeting ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the that baiting whenever confront derides bunch 🎈 asthma ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the make bomb accountable equals Ru helps theories 🐘 ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the peace Court negate grab Occupy los win Abolishing ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the at liberty vacation art cal yrs Junior Scouts ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,aoc_baselineALL_AOC_TWEETS.txt,the direction PUBLIC program house hands @NPR gap states ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the penalized collusion Rail polluters investments groveling Each 4000 ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the of appreciation spend Braun Hurts tragedy Assad Debbie ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the locals 00pmE Unfortunately economy if Annual Keep India ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the fact unrelated locals BIRTHDAY slowly message FIRED dumping ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the tenure intend separated herself Constitutionally Carolina follow shellacked ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the Dobbs I gone Environmental disparagingly Approval hoaxes Troy ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the put speed warrior benefiting either subpoenas burning stopped ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the given Omarosa flags trained testing Far Orders duties ,NA
NA,NA,baseline_bigram,NA,NA,NA,NA,trump_baselineTRUMP_2600_TWEETS.txt,the and Fools provided display worth Still bit spends ,NA
